"NULL_PREDICTORxcolumn","NULL_PREDICTORxis_factor_by_mse","NULL_PREDICTORxis_factor_by_prop","NULL_PREDICTORxpval_test_mse_diff","NULL_PREDICTORxpval_test_prop_diff","NULL_PREDICTORxformula_null","NULL_PREDICTORxformula_fit","NULL_PREDICTORxtest_mse_null","NULL_PREDICTORxtest_mse_fit","NULL_PREDICTORxtest_pbest_null","NULL_PREDICTORxtest_pbest_fit","adj_rsq_null","adj_rsq_fit","n_slopes_null","n_slopes_fit","adj_n_slopes_null","adj_n_slopes_fit","df_null","df_fit","df_ratio_null","df_ratio_fit","alias_null","alias_fit","na_null","na_fit","mean_pval_null","mean_pval_fit","median_pval_null","median_pval_fit","max_pval_null","max_pval_fit","sd_pval_null","sd_pval_fit","aic_null_to_fit_diff","anova_p","pval_param","adj_rsq_param","predictor_is_null"
"159","MAYBE_FACTORxYearSold",TRUE,TRUE,0.0147131926180909,0.0445458172138599,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxYearSold+F_AS_NxMAYBE_FACTORxBedrooms:FACTORxMAYBE_FACTORxYearSold",1257.89372504635,1355.50291559983,0.467213114754098,0.532786885245902,0.0408887918842082,0.0490173354887181,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.208940308308053,0.409783206452356,0.105447609234818,0.41800595974691,0.715606108019386,0.994421092446206,0.715606108019386,0.994421092446206,-6.3970782686747,0.22743988296667,0.262317601315741,0.831031117365004,FALSE
"160","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.657050820567309,0.355836312743656,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxMonthSold+F_AS_NxMAYBE_FACTORxBedrooms:FACTORxMAYBE_FACTORxMonthSold",1169.68188540029,1188.18568897418,0.491803278688525,0.508196721311475,-0.00820528699766099,0.000835944689061452,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.454169837019292,0.609238218327878,0.392525424517298,0.660486272113823,0.935502043990092,0.996443646705512,0.935502043990092,0.996443646705512,-7.11645598504492,0.228087338125631,0.18334588480653,0.892377448472907,FALSE
"161","MAYBE_FACTORxDaySold",FALSE,TRUE,0.375817064407577,0.0322973251866591,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBedrooms+FACTORxMAYBE_FACTORxDaySold+F_AS_NxMAYBE_FACTORxBedrooms:FACTORxMAYBE_FACTORxDaySold",1359.82979959716,1463.86062250057,0.46448087431694,0.53551912568306,-0.0199848439683235,-0.0369509779057182,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.597398615597154,0.582534638780235,0.624388460233138,0.581254598939086,0.948799184172744,0.995314418099474,0.948799184172744,0.995314418099474,-31.5923958559315,0.741101535516035,0.133926680278564,0.961936957408965,FALSE
"162","MAYBE_FACTORxYearSold",TRUE,FALSE,0.0144872196554984,0.104435461959331,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxYearSold+F_AS_NxMAYBE_FACTORxBaths:FACTORxMAYBE_FACTORxYearSold",1096.68596687432,1168.98686737038,0.475409836065574,0.524590163934426,0.130899560367943,0.153326041864161,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.216534014006767,0.426444001302382,0.10692737789402,0.40751690622172,0.819176682490994,0.990737874632286,0.819176682490994,0.990737874632286,0.0561674686632614,0.0394053422034639,1.88045329115582e-09,0.603765566163889,FALSE
"163","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.306918933309629,0.252929589039799,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxMonthSold+F_AS_NxMAYBE_FACTORxBaths:FACTORxMAYBE_FACTORxMonthSold",1040.40497180708,1123.3191934256,0.486338797814208,0.513661202185792,0.100871911530223,0.127209175607119,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.294647093559907,0.465611595943385,0.243759722199048,0.513904448655552,0.99776848194414,0.968960369474249,0.99776848194414,0.968960369474249,0.467605913049283,0.030695718722568,8.52835659097606e-11,0.964992892659457,FALSE
"164","MAYBE_FACTORxDaySold",FALSE,TRUE,0.775438699771131,0.0160267950553414,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxBaths+FACTORxMAYBE_FACTORxDaySold+F_AS_NxMAYBE_FACTORxBaths:FACTORxMAYBE_FACTORxDaySold",1170.16026518853,1269.10664709963,0.459016393442623,0.540983606557377,0.0575964084704255,0.107875294521465,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.609909789727111,0.32412918366577,0.661657300431172,0.228380979197351,0.998918745120838,0.951842076811297,0.998918745120838,0.951842076811297,-5.48759826392643,0.0231516691052265,8.76271020387113e-08,0.939356562367759,FALSE
"165","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.790238419585501,0.133751351708027,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxYearSold+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxYearSold+FACTORxMAYBE_FACTORxMonthSold+F_AS_NxMAYBE_FACTORxYearSold:FACTORxMAYBE_FACTORxMonthSold",1167.61842525066,1240.48700552465,0.478142076502732,0.521857923497268,-0.00960578830576342,0.0028593562289404,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.520112675190702,0.581047580318219,0.465718914969664,0.558866558767865,0.835331238815072,0.857072956850938,0.835331238815072,0.857072956850938,-5.86645724025311,0.170353349066061,0.257718319628652,0.961573726147377,FALSE
"166","MAYBE_FACTORxDaySold",FALSE,FALSE,0.137935126508715,0.168279188197325,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxYearSold+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxYearSold+FACTORxMAYBE_FACTORxDaySold+F_AS_NxMAYBE_FACTORxYearSold:FACTORxMAYBE_FACTORxDaySold",1363.13810410594,1781.80506467892,0.480874316939891,0.519125683060109,-0.0220200112905835,-0.0166494336850413,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.576597623203691,0.54862005260231,0.599441368503484,0.550402861701789,0.988636492460801,0.951274840347069,0.988636492460801,0.951274840347069,-23.6261834814964,0.387297808866058,0.208527560202288,0.689725791917756,FALSE
"167","MAYBE_FACTORxYearSold",FALSE,FALSE,0.614022794708267,0.470536174569913,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxMonthSold+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxMonthSold+FACTORxMAYBE_FACTORxYearSold+F_AS_NxMAYBE_FACTORxMonthSold:FACTORxMAYBE_FACTORxYearSold",1264.63179306078,1289.47599099361,0.497267759562842,0.502732240437158,0.0379643908074881,0.0597672917373887,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.23804551667539,0.299300169154385,0.0968754549340191,0.229078986678664,0.691582723271403,0.945676566647387,0.691582723271403,0.945676566647387,-1.12197073689867,0.0558450816844329,0.671137018483183,0.926846024669843,FALSE
"168","MAYBE_FACTORxDaySold",TRUE,FALSE,0.00400953957461608,0.977027455826558,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxMonthSold+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxMonthSold+FACTORxMAYBE_FACTORxDaySold+F_AS_NxMAYBE_FACTORxMonthSold:FACTORxMAYBE_FACTORxDaySold",1396.07238467896,1469.72560322922,0.538251366120219,0.461748633879781,-0.0150799724982467,0.00839485210937096,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.607138471796635,0.556351285929885,0.622651282745908,0.585933473338937,0.994180858363653,0.9947234257199,0.994180858363653,0.9947234257199,-16.9909817099979,0.167479698695255,0.049627904663011,0.773403058520712,FALSE
"169","MAYBE_FACTORxYearSold",FALSE,FALSE,0.112079460400242,0.302419325663762,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxDaySold+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxDaySold+FACTORxMAYBE_FACTORxYearSold+F_AS_NxMAYBE_FACTORxDaySold:FACTORxMAYBE_FACTORxYearSold",1277.60972903618,1274.25142843039,0.489071038251366,0.510928961748634,0.0401795194318293,0.0332267856670883,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.217349521993326,0.516462087654824,0.108650954479019,0.479784884606926,0.7042345508463,0.99029815128917,0.7042345508463,0.99029815128917,-12.1538455840882,0.681432354172716,0.318483588077398,0.561565788984614,FALSE
"170","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.209836614640282,0.470536174569913,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxDaySold+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxDaySold+FACTORxMAYBE_FACTORxMonthSold+F_AS_NxMAYBE_FACTORxDaySold:FACTORxMAYBE_FACTORxMonthSold",1218.31850965804,1258.26488079884,0.497267759562842,0.502732240437158,-0.000652975337755546,0.00281054667324532,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.54591268369872,0.641837049822171,0.584522176677575,0.686935443022501,0.924158152529206,0.972949742509253,0.924158152529206,0.972949742509253,-9.14440160147387,0.351022705140602,0.0355041401121309,0.971792072735488,FALSE
"171","MAYBE_FACTORxYearSold",FALSE,TRUE,0.888700534718958,0.0019697688275288,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxCostPerSqFt~FACTORxMAYBE_FACTORxYearSold",1163.79641417649,1269.85196678702,0.445355191256831,0.554644808743169,0.013111916838653,0.0401849970846853,2,11,2,11,364,355,182,32.2727272727273,0,0,0,0,0.0177765884752103,0.206845787525454,0.0177765884752103,0.0680445968288904,0.019481158456027,0.71100893743333,0.019481158456027,0.71100893743333,1.34389043177771,0.0256541505936716,0.0160720184943935,0.443189960360535,TRUE
"172","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.287214086230836,0.252929589039799,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxCostPerSqFt~FACTORxMAYBE_FACTORxMonthSold",1161.09965448701,1179.28567208122,0.486338797814208,0.513661202185792,-0.00272361937239896,-0.0104189519737938,2,12,2,12,364,354,182,29.5,0,0,0,0,0.463126666479762,0.51764852415664,0.463126666479762,0.450294321611466,0.926253332959524,0.857058154826679,0.926253332959524,0.857058154826679,-12.6024728680677,0.703043781043809,0.926253332959524,0.87872966725583,TRUE
"173","MAYBE_FACTORxDaySold",FALSE,FALSE,0.966746730789162,0.0602874961301148,"NUMBERxNOT_FACTORxCostPerSqFt~F_AS_NxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxCostPerSqFt~FACTORxMAYBE_FACTORxDaySold",1289.11442806687,1372.21374469378,0.469945355191257,0.530054644808743,-0.000652993570497085,-0.0238131227189207,2,31,2,31,364,335,182,10.8064516129032,0,0,0,0,0.191668588819794,0.598451291859505,0.191668588819794,0.604462729843164,0.383337177639588,0.95610905076684,0.383337177639588,0.95610905076684,-35.9879900616147,0.860984926667358,0.383337177639588,0.885681214033012,TRUE
"174","MAYBE_FACTORxYearSold",TRUE,FALSE,0.00375885132251004,0.412247875827386,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxSquareFeet:FACTORxMAYBE_FACTORxYearSold",4636523725.33977,4769545196.5946,0.494535519125683,0.505464480874317,0.490562135444078,0.506112076553055,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.169886197494181,0.441936656938448,0.0862014049841205,0.408222624900024,0.573729273072944,0.99534872929348,0.573729273072944,0.99534872929348,1.83355848702467,0.0228464107728992,3.57593891226902e-53,0.551212789812338,FALSE
"175","MAYBE_FACTORxMonthSold",FALSE,TRUE,0.355399490701991,0.00121950462754346,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxSquareFeet:FACTORxMAYBE_FACTORxMonthSold",4383410634.31519,4945975866.93688,0.442622950819672,0.557377049180328,0.471399929784115,0.511674347707167,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.646034995497706,0.556021473472541,0.689115785311329,0.657418763747458,0.991558076979937,0.97766749741174,0.991558076979937,0.97766749741174,18.5919441788656,6.63591388911479e-05,6.45023709003547e-50,0.935119188908513,FALSE
"176","MAYBE_FACTORxDaySold",FALSE,TRUE,0.984652692512067,0.0109647737844177,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSquareFeet+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxSquareFeet:FACTORxMAYBE_FACTORxDaySold",4942969758.88613,5661949829.40771,0.456284153005464,0.543715846994536,0.440258618319593,0.488679847617109,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.483143274074508,0.363529772521922,0.445398163603809,0.328478829142345,0.96965131149576,0.995821366146475,0.96965131149576,0.995821366146475,7.56075796697314,0.00134134362602257,3.635960876863e-43,0.978287504933694,FALSE
"177","MAYBE_FACTORxYearSold",FALSE,FALSE,0.40040813863079,0.412247875827386,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxLotSize+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxLotSize+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxLotSize:FACTORxMAYBE_FACTORxYearSold",7217445768.90723,8702804967.80178,0.494535519125683,0.505464480874317,0.0861016931860369,0.0973706805154761,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.314118727148736,0.609032610424688,0.267365822243464,0.673980724441728,0.902384671706369,0.990273524731613,0.902384671706369,0.990273524731613,-4.97109238813573,0.160223680440309,7.25415756716485e-08,0.277745371018848,FALSE
"178","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.0618511986263587,0.470536174569913,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxLotSize+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxLotSize+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxLotSize:FACTORxMAYBE_FACTORxMonthSold",6843406751.69108,43886937665.1881,0.497267759562842,0.502732240437158,0.0612276246031372,0.135142547132405,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.526433635410056,0.282709862493698,0.611064734990499,0.161841104965679,0.920864255543916,0.917609786157956,0.920864255543916,0.917609786157956,19.6016311923449,4.56697087303151e-05,1.98720720444113e-05,0.69180438900173,FALSE
"179","MAYBE_FACTORxDaySold",FALSE,FALSE,0.918901330642682,0.747070410960201,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxLotSize+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxLotSize+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxLotSize:FACTORxMAYBE_FACTORxDaySold",8934203918.98626,441128897243.442,0.513661202185792,0.486338797814208,0.0728515716029889,0.0818019412920686,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.394629968091357,0.436256068509144,0.333172441132538,0.398245403032318,0.97310127567044,0.971748219841184,0.97310127567044,0.971748219841184,-22.0041332146375,0.323061547946566,3.68430367662752e-06,0.58447844417004,FALSE
"180","MAYBE_FACTORxYearSold",FALSE,FALSE,0.838295255214269,0.866248648291973,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxYearSold+NUMBERxMAYBE_FACTORxYearBuilt:FACTORxMAYBE_FACTORxYearSold",6477195066.27292,6515561466.64147,0.521857923497268,0.478142076502732,0.227706913030015,0.241006778791888,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.336959301598572,0.484892318711534,0.111863600390681,0.583183351835807,0.927692554600006,0.921324626536958,0.927692554600006,0.921324626536958,-3.15428858134328,0.0991753366663183,5.053814380053e-21,0.984667561057181,FALSE
"181","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.943338117744616,0.866248648291973,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxMonthSold+NUMBERxMAYBE_FACTORxYearBuilt:FACTORxMAYBE_FACTORxMonthSold",6278838108.27676,6567642324.03409,0.521857923497268,0.478142076502732,0.215490244367724,0.230279108824957,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.519057899300728,0.432461676300191,0.624695079434914,0.44549791069835,0.868486642285593,0.752047692339318,0.868486642285593,0.752047692339318,-3.4480612277257,0.092320272352362,1.76830379546938e-19,0.706750929041758,FALSE
"182","MAYBE_FACTORxDaySold",FALSE,TRUE,0.995167630963136,0.00483692532546014,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxMAYBE_FACTORxYearBuilt+FACTORxMAYBE_FACTORxDaySold+NUMBERxMAYBE_FACTORxYearBuilt:FACTORxMAYBE_FACTORxDaySold",6905613095.2538,7497563391.59037,0.450819672131148,0.549180327868853,0.21799831520103,0.216426555003279,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.326318654056233,0.528233803724828,0.264463869541447,0.594419876781737,0.976957712416756,0.999372408495423,0.976957712416756,0.999372408495423,-26.2894274212667,0.503511000276568,9.28702298307598e-19,0.951298564430048,FALSE
"183","MAYBE_FACTORxYearSold",FALSE,FALSE,0.444634661977729,0.919918031549105,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxCostPerSqFt:FACTORxMAYBE_FACTORxYearSold",4874193194.65102,4850453965.21866,0.527322404371585,0.472677595628415,0.368381958458488,0.364970859285975,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.558081025642691,0.60836907450808,0.508773505853078,0.681838570706524,0.995397520920428,0.903900009005656,0.995397520920428,0.903900009005656,-11.4834677390145,0.619339281376303,1.38437354767955e-36,0.957585859524469,FALSE
"184","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.0825169867231106,0.302419325663762,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxCostPerSqFt:FACTORxMAYBE_FACTORxMonthSold",4929745339.87328,5186941417.54838,0.489071038251366,0.510928961748634,0.373643740165989,0.376565380002928,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.480917605601483,0.439201356628779,0.48999782737677,0.382520550679814,0.95881290587539,0.961767539528614,0.95881290587539,0.961767539528614,-8.70221924474754,0.321083800393961,7.37557416406589e-37,0.969931998929131,FALSE
"185","MAYBE_FACTORxDaySold",FALSE,TRUE,0.940754669860693,7.73996324014142e-07,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxCostPerSqFt+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxCostPerSqFt:FACTORxMAYBE_FACTORxDaySold",5372719237.57507,5775807532.22788,0.409836065573771,0.590163934426229,0.394424567614437,0.390934060520333,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.369421279435425,0.334633232258478,0.316004462182711,0.273944515977132,0.913677365652702,0.961649817244271,0.913677365652702,0.961649817244271,-27.6580847652431,0.566151449635573,1.96340267235122e-37,0.942288067404081,FALSE
"186","MAYBE_FACTORxYearSold",FALSE,TRUE,0.12097724047685,0.0322973251866591,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxListPrice:FACTORxMAYBE_FACTORxYearSold",133365935.991329,166823391.082699,0.46448087431694,0.53551912568306,0.978164785382,0.980167584472836,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.551375037118266,0.50415980358838,0.620506681620516,0.572416702764459,0.828862878279607,0.966945644806523,0.828862878279607,0.966945644806523,25.6993180987356,4.13946370817576e-06,1.89987286472847e-295,0.865135604254369,FALSE
"187","MAYBE_FACTORxMonthSold",FALSE,FALSE,0.150372709344446,0.412247875827386,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxListPrice:FACTORxMAYBE_FACTORxMonthSold",83754898.9358825,86117578.1329263,0.494535519125683,0.505464480874317,0.971371002253484,0.972141916376734,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.490268282208098,0.652825752531959,0.508652417845109,0.70862418355493,0.982794568979264,0.98788186839057,0.982794568979264,0.98788186839057,-0.422744049525136,0.0398353889967935,1.39796042136234e-273,0.948389591758718,FALSE
"188","MAYBE_FACTORxDaySold",FALSE,FALSE,0.5165403619634,0.470536174569913,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxListPrice+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxListPrice:FACTORxMAYBE_FACTORxDaySold",152410876.68362,191785820.968306,0.497267759562842,0.502732240437158,0.975508949244357,0.983414774237095,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.471695984015777,0.483593296007389,0.445812653161804,0.534900505806404,0.997972144072506,0.994048433351897,0.997972144072506,0.994048433351897,117.110614332862,1.56682626797244e-18,2.73342999544711e-270,0.721853076702425,FALSE
"189","MAYBE_FACTORxYearSold",FALSE,FALSE,0.173092005055573,0.168279188197325,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxYearSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxYearSold+NUMBERxNOT_FACTORxSalePrice:FACTORxMAYBE_FACTORxYearSold",224775683.42876,263225427.325898,0.480874316939891,0.519125683060109,0.96217175496454,0.965850954955662,12,22,12,22,354,344,29.5,15.6363636363636,0,0,0,0,0.396552796778173,0.496087419230864,0.330527613514846,0.553440828545406,0.934910559463103,0.91901194177436,0.934910559463103,0.91901194177436,27.9374650449872,1.71383699692412e-06,3.34894492336607e-253,0.806377091680777,FALSE
"190","MAYBE_FACTORxMonthSold",FALSE,TRUE,0.264028917479381,0.0322973251866591,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxMonthSold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxMonthSold+NUMBERxNOT_FACTORxSalePrice:FACTORxMAYBE_FACTORxMonthSold",186485204.021085,226214809.069406,0.46448087431694,0.53551912568306,0.95788990844093,0.96078474875095,13,24,13,24,353,342,27.1538461538462,14.25,0,0,0,0,0.519143411396213,0.627211071524423,0.426838771166639,0.593448622528703,0.947755936404327,0.989584118292962,0.947755936404327,0.989584118292962,15.6537149949627,0.000194047760329914,5.32629919690288e-244,0.943559026792219,FALSE
"191","MAYBE_FACTORxDaySold",FALSE,FALSE,0.498030352935715,0.0800819684508954,"NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxDaySold","NUMBERxNOT_FACTORxOrigPrice~NUMBERxNOT_FACTORxSalePrice+FACTORxMAYBE_FACTORxDaySold+NUMBERxNOT_FACTORxSalePrice:FACTORxMAYBE_FACTORxDaySold",249488608.80075,297488901.509158,0.472677595628415,0.527322404371585,0.959424898869509,0.969221986206178,32,62,32,62,334,304,10.4375,4.90322580645161,0,0,0,0,0.48159936166327,0.474757428044103,0.453689501365906,0.526723077567292,0.994960282831363,0.998196612624471,0.994960282831363,0.998196612624471,75.5910318690085,2.56292274710378e-12,1.13619954465181e-233,0.841018271842086,FALSE
