"NULL_PREDICTORxcolumn","NULL_PREDICTORxis_factor_by_mse","NULL_PREDICTORxis_factor_by_prop","NULL_PREDICTORxpval_test_mse_diff","NULL_PREDICTORxpval_test_prop_diff","NULL_PREDICTORxformula_null","NULL_PREDICTORxformula_fit","NULL_PREDICTORxtest_mse_null","NULL_PREDICTORxtest_mse_fit","NULL_PREDICTORxtest_pbest_null","NULL_PREDICTORxtest_pbest_fit","adj_rsq_null","adj_rsq_fit","n_slopes_null","n_slopes_fit","adj_n_slopes_null","adj_n_slopes_fit","df_null","df_fit","df_ratio_null","df_ratio_fit","alias_null","alias_fit","na_null","na_fit","mean_pval_null","mean_pval_fit","median_pval_null","median_pval_fit","max_pval_null","max_pval_fit","sd_pval_null","sd_pval_fit","aic_null_to_fit_diff","anova_p","pval_param","adj_rsq_param","predictor_is_null"
"1370","MAYBE_FACTORxstatus",FALSE,TRUE,0.70463093248526,0.000583488693540162,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxprice+FACTORxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxprice+FACTORxMAYBE_FACTORxstatus+F_AS_NxMAYBE_FACTORxprice:FACTORxMAYBE_FACTORxstatus",152036.478511155,159787.96397246,0.448343079922027,0.551656920077973,-0.00398717820558492,0.0200593072928207,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.399057350342988,0.255969789693923,0.481991389269298,0.216128661440739,0.631195367075965,0.63186017856582,0.631195367075965,0.63186017856582,10.456078488136,0.000789981703121736,0.631195367075965,1,FALSE
"1371","MAYBE_FACTORxvarieties",FALSE,FALSE,0.441170064292912,0.999967802656227,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxprice+FACTORxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxprice+FACTORxMAYBE_FACTORxvarieties+F_AS_NxMAYBE_FACTORxprice:FACTORxMAYBE_FACTORxvarieties",146023.101089568,144497.23870385,0.563352826510721,0.436647173489279,0.0238643912463231,0.0213787285205197,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.314248377051731,0.514026177524975,0.186879424729698,0.646591588836327,0.883234655623127,0.926252567867845,0.883234655623127,0.926252567867845,-3.28497144119865,0.702343396441505,0.883234655623127,1,FALSE
"1372","MAYBE_FACTORxbimas",FALSE,FALSE,0.424189562373353,0.808980831608455,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxprice+FACTORxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxprice+FACTORxMAYBE_FACTORxbimas+F_AS_NxMAYBE_FACTORxprice:FACTORxMAYBE_FACTORxbimas",137726.420162044,138458.161664932,0.514619883040936,0.485380116959064,0.0416053701671231,0.0409347221764933,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.133291641472025,0.526668330110041,0.0315018136374419,0.585447181852524,0.470162930519346,0.877210126094404,0.470162930519346,0.877210126094404,-2.33916463539117,0.440121173884504,0.062991131207824,1,FALSE
"1373","MAYBE_FACTORxregion",FALSE,FALSE,0.886966196340086,0.130527094789829,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxprice+FACTORxMAYBE_FACTORxregion","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxprice+FACTORxMAYBE_FACTORxregion+F_AS_NxMAYBE_FACTORxprice:FACTORxMAYBE_FACTORxregion",191978.256503943,192923.81805793,0.481481481481481,0.518518518518519,0.0878269571696348,0.0800857839827247,7,12,7,12,506,501,72.2857142857143,41.75,0,0,0,0,0.0829153848342675,0.599376782277284,0.00224360388025899,0.736525423244027,0.411645046097524,0.953702799901011,0.411645046097524,0.953702799901011,-9.24083285215602,0.980488878958714,0.143012450626549,0.684767687727357,FALSE
"1374","MAYBE_FACTORxvarieties",FALSE,TRUE,0.233970437867828,3.21973437734512e-05,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxstatus+FACTORxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxstatus+FACTORxMAYBE_FACTORxvarieties+F_AS_NxMAYBE_FACTORxstatus:FACTORxMAYBE_FACTORxvarieties",147421.630696699,154966.112706542,0.436647173489279,0.563352826510721,0.0227541831663649,0.0317652241136315,5,9,5,9,508,504,101.6,56,0,0,0,0,0.369959883264784,0.501220857707747,0.38862748554124,0.424318316883306,0.935151922783175,0.984625292582019,0.935151922783175,0.984625292582019,0.807598852970841,0.0698926250501139,0.935151922783175,0.772032704539669,FALSE
"1375","MAYBE_FACTORxbimas",TRUE,FALSE,0.00332348564079089,0.999101721013644,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxstatus+FACTORxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxstatus+FACTORxMAYBE_FACTORxbimas+F_AS_NxMAYBE_FACTORxstatus:FACTORxMAYBE_FACTORxbimas",138774.695200152,138670.939363941,0.549707602339181,0.450292397660819,0.0385002865028724,0.0542745427325373,5,9,5,9,508,504,101.6,56,0,0,0,0,0.237677093672522,0.578513694650929,0.11743717057694,0.682314177892297,0.843972404731459,0.998401186396031,0.843972404731459,0.998401186396031,4.5413797083711,0.0149572484146239,0.226933119507075,0.832736544490709,FALSE
"1376","MAYBE_FACTORxregion",TRUE,FALSE,0.0256187312835278,0.983120050419747,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxstatus+FACTORxMAYBE_FACTORxregion","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxstatus+FACTORxMAYBE_FACTORxregion+F_AS_NxMAYBE_FACTORxstatus:FACTORxMAYBE_FACTORxregion",190563.647912016,195938.812952034,0.53411306042885,0.46588693957115,0.0832190924322574,0.0937632430841777,8,18,8,17,505,496,63.125,29.1764705882353,0,1,0,0,0.220122308194504,0.359960218421123,0.0234951142975295,0.254202940095282,0.701039217698339,0.955832106555334,0.701039217698339,0.955832106555334,-2.84062930148048,0.0977429886058061,0.680278746380297,0.902669799208406,FALSE
"1377","MAYBE_FACTORxstatus",FALSE,TRUE,0.427320161893305,0.000146469642669055,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxvarieties+FACTORxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxvarieties+FACTORxMAYBE_FACTORxstatus+F_AS_NxMAYBE_FACTORxvarieties:FACTORxMAYBE_FACTORxstatus",149196.40383474,151989.680190664,0.442495126705653,0.557504873294347,0.0224851743621346,0.0262002992570339,5,9,5,9,508,504,101.6,56,0,0,0,0,0.475338308964627,0.525696616331376,0.653567649283776,0.56859690696536,0.879526649051765,0.988210049608936,0.879526649051765,0.988210049608936,-1.99123012557175,0.205583399304366,0.653567649283776,0.870219281865572,FALSE
"1378","MAYBE_FACTORxbimas",FALSE,FALSE,0.98883026058977,0.5,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxvarieties+FACTORxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxvarieties+FACTORxMAYBE_FACTORxbimas+F_AS_NxMAYBE_FACTORxvarieties:FACTORxMAYBE_FACTORxbimas",137558.693077727,142807.55219226,0.500974658869396,0.499025341130604,0.0776611037189981,0.107444808661275,5,9,5,9,508,504,101.6,56,0,0,0,0,0.326159243029061,0.0362308985355384,4.24063113500732e-05,0.0298712247216121,0.926899772034584,0.122981936923491,0.926899772034584,0.122981936923491,12.894259773896,0.000385593921362935,0.703851912548094,0.843591642034069,FALSE
"1379","MAYBE_FACTORxregion",FALSE,FALSE,0.999967980592114,0.999101721013644,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxvarieties+FACTORxMAYBE_FACTORxregion","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxvarieties+FACTORxMAYBE_FACTORxregion+F_AS_NxMAYBE_FACTORxvarieties:FACTORxMAYBE_FACTORxregion",189720.150680545,189866.251597299,0.549707602339181,0.450292397660819,0.0848615770185626,0.0863256360610173,8,18,8,18,505,495,63.125,27.5,0,0,0,0,0.194594972269669,0.107656195713276,0.0693269999915278,0.0986100633204779,0.917144716826562,0.276890307430733,0.917144716826562,0.276890307430733,-8.91829184009202,0.374996900382247,0.917144716826562,0.808240855687611,FALSE
"1380","MAYBE_FACTORxstatus",FALSE,FALSE,0.737260259918102,0.99941651130646,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxbimas+FACTORxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxbimas+FACTORxMAYBE_FACTORxstatus+F_AS_NxMAYBE_FACTORxbimas:FACTORxMAYBE_FACTORxstatus",145928.439477218,144730.801612797,0.551656920077973,0.448343079922027,0.0381181749395864,0.0534637090538953,5,9,5,9,508,504,101.6,56,0,0,0,0,0.183734421457498,0.571122736149791,0.147865688354393,0.773397589430424,0.466338357791595,0.984383672846556,0.466338357791595,0.984383672846556,4.30557081892402,0.0165262038971671,1.25241771149311e-05,0.819934568500526,FALSE
"1381","MAYBE_FACTORxvarieties",FALSE,FALSE,0.978413203326633,0.646033779104056,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxbimas+FACTORxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxbimas+FACTORxMAYBE_FACTORxvarieties+F_AS_NxMAYBE_FACTORxbimas:FACTORxMAYBE_FACTORxvarieties",138074.150752158,139777.705493286,0.50682261208577,0.49317738791423,0.0628922232137137,0.0860929383485304,5,9,5,9,508,504,101.6,56,0,0,0,0,0.244884216545646,0.0292143342202183,7.65822847316542e-05,0.00560286743278416,0.906033728374081,0.208215025773157,0.906033728374081,0.208215025773157,8.91596733379083,0.00225813749557434,7.65822847316542e-05,0.89426372884336,FALSE
"1382","MAYBE_FACTORxregion",TRUE,FALSE,0.00644699748633276,0.999626483223027,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxbimas+FACTORxMAYBE_FACTORxregion","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxbimas+FACTORxMAYBE_FACTORxregion+F_AS_NxMAYBE_FACTORxbimas:FACTORxMAYBE_FACTORxregion",183999.022253709,174700.907180234,0.553606237816764,0.446393762183236,0.102457877444933,0.15282467131897,8,18,8,18,505,495,63.125,27.5,0,0,0,0,0.134879859087214,0.372665507816645,0.0033949022537303,0.213560330009026,0.473580971231768,0.962631891380757,0.473580971231768,0.962631891380757,19.8873127635761,2.75622869182793e-05,0.0011458457408079,0.673090386339102,FALSE
"1383","MAYBE_FACTORxstatus",FALSE,TRUE,0.0653216630355327,1.91417395014233e-06,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxregion+FACTORxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxregion+FACTORxMAYBE_FACTORxstatus+F_AS_NxMAYBE_FACTORxregion:FACTORxMAYBE_FACTORxstatus",147939.124742746,154349.748044586,0.426900584795322,0.573099415204678,0.0762840477064713,0.0803847176049043,8,18,8,17,505,496,63.125,29.1764705882353,0,1,0,0,0.304390352896492,0.425043671870791,0.115235131113653,0.292049012294023,0.980417609767566,0.998762534258276,0.980417609767566,0.998762534258276,-6.49253547938588,0.261961799521794,0.21740859466837,0.674682163804762,FALSE
"1384","MAYBE_FACTORxvarieties",TRUE,FALSE,6.73439070788915e-05,0.841108677068976,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxregion+FACTORxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxregion+FACTORxMAYBE_FACTORxvarieties+F_AS_NxMAYBE_FACTORxregion:FACTORxMAYBE_FACTORxvarieties",141694.149136308,146503.597690515,0.516569200779727,0.483430799220273,0.0736274634923149,0.07750888722069,8,18,8,18,505,495,63.125,27.5,0,0,0,0,0.302074781838502,0.602572546167543,0.097111025152051,0.632060878309057,0.956907767054186,0.965293222883204,0.956907767054186,0.965293222883204,-7.58571515231779,0.280061507206387,0.173477559209563,0.874818140479638,FALSE
"1385","MAYBE_FACTORxbimas",TRUE,FALSE,1.72819715064091e-05,0.10587257754384,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxregion+FACTORxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxregion+FACTORxMAYBE_FACTORxbimas+F_AS_NxMAYBE_FACTORxregion:FACTORxMAYBE_FACTORxbimas",137562.859302412,136800.823195882,0.47953216374269,0.52046783625731,0.109916928100612,0.193419125375323,8,18,8,18,505,495,63.125,27.5,0,0,0,0,0.246331003679325,0.353377861569411,0.0607459086084972,0.38695723204588,0.914253171867458,0.820219833123583,0.914253171867458,0.820219833123583,40.7962934291554,5.28921957129333e-09,0.599579187149789,0.601743348131851,FALSE
"1386","MAYBE_FACTORxstatus",FALSE,FALSE,1,1,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxhiredlabor~FACTORxMAYBE_FACTORxstatus",151672.297842102,151672.297842102,1,0,-0.00247277573208948,-0.00247277573208948,3,3,3,3,510,510,170,170,0,0,0,0,0.316486970233675,0.316486970233675,0.437889206703323,0.437889206703323,0.511571645930284,0.511571645930284,0.511571645930284,0.511571645930284,0,0,0.511571645930284,1,TRUE
"1387","MAYBE_FACTORxvarieties",FALSE,FALSE,1,1,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxhiredlabor~FACTORxMAYBE_FACTORxvarieties",145947.393626984,145947.393626984,1,0,0.0257370548809812,0.0257370548809812,3,3,3,3,510,510,170,170,0,0,0,0,0.125183897425695,0.125183897425695,9.93530766856912e-05,9.93530766856912e-05,0.3754523392004,0.3754523392004,0.3754523392004,0.3754523392004,0,0,0.3754523392004,1,TRUE
"1388","MAYBE_FACTORxbimas",FALSE,FALSE,1,1,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxhiredlabor~FACTORxMAYBE_FACTORxbimas",136650.536577311,136650.536577311,1,0,0.0369599574813425,0.0369599574813425,3,3,3,3,510,510,170,170,0,0,0,0,0.244505086365253,0.244505086365253,6.55471000713637e-05,6.55471000713637e-05,0.733449711995689,0.733449711995689,0.733449711995689,0.733449711995689,0,0,6.55471000713637e-05,1,TRUE
"1389","MAYBE_FACTORxregion",FALSE,FALSE,1,1,"NUMBERxNOT_FACTORxhiredlabor~F_AS_NxMAYBE_FACTORxregion","NUMBERxNOT_FACTORxhiredlabor~FACTORxMAYBE_FACTORxregion",191049.892516025,191049.892516025,1,0,0.0857544615169573,0.0857544615169573,6,6,6,6,507,507,84.5,84.5,0,0,0,0,0.0699346693641678,0.0699346693641678,0.00148669318939872,0.00148669318939872,0.377105612129466,0.377105612129466,0.377105612129466,0.377105612129466,0,0,0.0394055904098283,0.831528910966624,TRUE
"1390","MAYBE_FACTORxstatus",FALSE,FALSE,0.999999996300625,0.977144365606225,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxsize+FACTORxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxsize+FACTORxMAYBE_FACTORxstatus+NUMBERxNOT_FACTORxsize:FACTORxMAYBE_FACTORxstatus",16088.0906620738,15594.6357248462,0.532163742690059,0.467836257309941,0.14724191307647,0.17798817685667,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0173461234468854,0.140263769102367,0.00259472575375618,0.0265653037871123,0.0641950422800293,0.410046981497062,0.0641950422800293,0.410046981497062,16.8576254201716,3.34038868357519e-05,2.40708194884944e-18,1,FALSE
"1391","MAYBE_FACTORxvarieties",FALSE,FALSE,0.587762880977931,0.869472905210171,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxsize+FACTORxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxsize+FACTORxMAYBE_FACTORxvarieties+NUMBERxNOT_FACTORxsize:FACTORxMAYBE_FACTORxvarieties",12439.4112737501,13702.6520732834,0.518518518518518,0.481481481481482,0.214160426994941,0.22258639224572,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0561813240154263,0.259236736532773,0.023483494755782,0.039195863286814,0.177758306550141,0.746275719141423,0.177758306550141,0.746275719141423,3.54990129147882,0.0239736689932366,8.17568503301227e-28,1,FALSE
"1392","MAYBE_FACTORxbimas",FALSE,FALSE,0.995325603486718,0.99999808582605,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxsize+FACTORxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxsize+FACTORxMAYBE_FACTORxbimas+NUMBERxNOT_FACTORxsize:FACTORxMAYBE_FACTORxbimas",20077.4215265304,19982.4495058213,0.573099415204678,0.426900584795322,0.151147660766295,0.166615405435092,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0200751950923459,0.237723913736245,0.00841815409256476,0.0209656774394808,0.0634644721842541,0.869258326077175,0.0634644721842541,0.869258326077175,7.45376495669461,0.0034828603026972,1.02922651658171e-19,1,FALSE
"1393","MAYBE_FACTORxregion",FALSE,FALSE,0.924769616568731,0.996995761184877,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxsize+FACTORxMAYBE_FACTORxregion","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxsize+FACTORxMAYBE_FACTORxregion+NUMBERxNOT_FACTORxsize:FACTORxMAYBE_FACTORxregion",12827.6028695315,16271.0085768105,0.543859649122807,0.456140350877193,0.189465099920842,0.395175020913365,7,12,7,12,506,501,72.2857142857143,41.75,0,0,0,0,0.160904979440123,0.202556517121834,0.230058624031674,0.0232073895944142,0.335932324990477,0.731789878591312,0.335932324990477,0.731789878591312,145.277837446814,4.79822793985133e-31,1.02272076210273e-21,0.966361066908547,FALSE
"1394","MAYBE_FACTORxstatus",TRUE,TRUE,4.13475839941872e-05,3.46850829392527e-06,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxurea+FACTORxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxurea+FACTORxMAYBE_FACTORxstatus+NUMBERxNOT_FACTORxurea:FACTORxMAYBE_FACTORxstatus",16425.2592208854,16474.7784781887,0.428849902534113,0.571150097465887,0.098145797844999,0.10463032020005,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0201700918844037,0.256580214082466,0.00821721032371975,0.129378318873606,0.0642459468901752,0.676924040959976,0.0642459468901752,0.676924040959976,1.7215908299886,0.0591702841821274,4.57907909310067e-12,1,FALSE
"1395","MAYBE_FACTORxvarieties",TRUE,TRUE,4.86137502550916e-15,3.24866610992561e-12,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxurea+FACTORxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxurea+FACTORxMAYBE_FACTORxvarieties+NUMBERxNOT_FACTORxurea:FACTORxMAYBE_FACTORxvarieties",11883.1240835821,15011.0530797811,0.391812865497076,0.608187134502924,0.168487484173875,0.180619283240883,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.100346297270361,0.371633157102581,0.0154302277943739,0.279504468098572,0.370524733492696,0.963087000554473,0.370524733492696,0.963087000554473,5.55951497557089,0.00888088653945625,1.61938580042091e-21,1,FALSE
"1396","MAYBE_FACTORxbimas",FALSE,FALSE,0.994291282500831,0.999853530357331,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxurea+FACTORxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxurea+FACTORxMAYBE_FACTORxbimas+NUMBERxNOT_FACTORxurea:FACTORxMAYBE_FACTORxbimas",20733.7713984461,21004.3034106211,0.557504873294347,0.442495126705653,0.111237269766789,0.160631755953347,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0245874995809446,0.0709127974726666,0.0114041865949604,0.0209982017483414,0.0755416251338432,0.231412236184377,0.0755416251338432,0.231412236184377,27.3534310254236,1.86774820356606e-07,1.43271113988586e-14,1,FALSE
"1397","MAYBE_FACTORxregion",FALSE,FALSE,0.750224691211923,0.450310024901202,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxurea+FACTORxMAYBE_FACTORxregion","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxurea+FACTORxMAYBE_FACTORxregion+NUMBERxNOT_FACTORxurea:FACTORxMAYBE_FACTORxregion",13204.7145394671,12013.8676594487,0.497076023391813,0.502923976608187,0.173655875722119,0.344705876927483,7,12,7,12,506,501,72.2857142857143,41.75,0,0,0,0,0.184980673899282,0.179157519015823,0.236182920206399,0.0110319801252446,0.438387876658364,0.949226189302469,0.438387876658364,0.949226189302469,114.072996307668,1.49112411567117e-24,1.4259929292022e-19,0.931407525371652,FALSE
"1398","MAYBE_FACTORxstatus",FALSE,FALSE,0.999999999114004,0.983120050419747,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxhiredlabor+FACTORxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxhiredlabor+FACTORxMAYBE_FACTORxstatus+NUMBERxNOT_FACTORxhiredlabor:FACTORxMAYBE_FACTORxstatus",18796.6917959236,18592.3071682776,0.53411306042885,0.46588693957115,0.0728206220920287,0.105943527526576,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0152467115429064,0.150027392947576,0.00137738264463385,0.110662880112297,0.0582320808823578,0.409570273839933,0.0582320808823578,0.409570273839933,16.6816575802777,3.64385446664817e-05,6.18144812454374e-09,1,FALSE
"1399","MAYBE_FACTORxvarieties",FALSE,FALSE,0.111738906739879,0.969477655247005,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxhiredlabor+FACTORxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxhiredlabor+FACTORxMAYBE_FACTORxvarieties+NUMBERxNOT_FACTORxhiredlabor:FACTORxMAYBE_FACTORxvarieties",14097.8554096877,20266.6807139238,0.530214424951267,0.469785575048733,0.105939443485314,0.11950053918747,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.195513373968274,0.247422424484946,0.0580562528957043,0.193589328290885,0.665940990081689,0.677696264979202,0.665940990081689,0.677696264979202,5.86047911993319,0.00765362460037835,2.12872453379785e-13,1,FALSE
"1400","MAYBE_FACTORxbimas",FALSE,FALSE,0.999486467245475,0.999999442703643,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxhiredlabor+FACTORxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxhiredlabor+FACTORxMAYBE_FACTORxbimas+NUMBERxNOT_FACTORxhiredlabor:FACTORxMAYBE_FACTORxbimas",23023.2233572694,23086.6264513906,0.576998050682261,0.423001949317739,0.059279983133565,0.0567776056429911,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0853073019258263,0.318517976441502,0.0356836097999645,0.381331273830249,0.269861988095006,0.658943013710136,0.269861988095006,0.658943013710136,-3.34311452667134,0.722815481902582,3.70607085773515e-08,1,FALSE
"1401","MAYBE_FACTORxregion",FALSE,FALSE,0.858280052776116,0.969477655247005,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxhiredlabor+FACTORxMAYBE_FACTORxregion","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxhiredlabor+FACTORxMAYBE_FACTORxregion+NUMBERxNOT_FACTORxhiredlabor:FACTORxMAYBE_FACTORxregion",14824.634580381,22331.3298628803,0.530214424951267,0.469785575048733,0.0893023008591534,0.239982898266711,7,12,7,12,506,501,72.2857142857143,41.75,0,0,0,0,0.169580419775493,0.261778622068512,0.0186462295604893,0.152447851472352,0.436106884712785,0.881102039769888,0.436106884712785,0.881102039769888,87.8807288289599,3.91237962936651e-19,1.03615378251097e-08,0.890812639103853,FALSE
"1402","MAYBE_FACTORxstatus",FALSE,FALSE,0.999999959697306,0.999999960578958,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxtotlabor+FACTORxMAYBE_FACTORxstatus","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxtotlabor+FACTORxMAYBE_FACTORxstatus+NUMBERxNOT_FACTORxtotlabor:FACTORxMAYBE_FACTORxstatus",13913.3468760655,13539.0715739268,0.584795321637427,0.415204678362573,0.275369546383959,0.357924372548974,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0115660745765278,0.0728237565329928,0.000982958551442494,0.00551883005772816,0.0442983812032262,0.341564773267021,0.0442983812032262,0.341564773267021,60.0699664848526,1.77870616439685e-14,1.76306529460368e-36,1,FALSE
"1403","MAYBE_FACTORxvarieties",FALSE,FALSE,0.866463921593877,0.991170318875088,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxtotlabor+FACTORxMAYBE_FACTORxvarieties","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxtotlabor+FACTORxMAYBE_FACTORxvarieties+NUMBERxNOT_FACTORxtotlabor:FACTORxMAYBE_FACTORxvarieties",11921.6564453593,14484.2588696455,0.538011695906433,0.461988304093567,0.355129983034833,0.369135989314757,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.128393263994785,0.150573225846166,0.0385903880650333,0.00572439103077801,0.436392279849074,0.635091532993039,0.436392279849074,0.635091532993039,9.28437098828817,0.00140952978772122,8.91290773073822e-50,1,FALSE
"1404","MAYBE_FACTORxbimas",FALSE,FALSE,0.998198193062135,0.999999999998656,"NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxtotlabor+FACTORxMAYBE_FACTORxbimas","NUMBERxNOT_FACTORxfamlabor~NUMBERxNOT_FACTORxtotlabor+FACTORxMAYBE_FACTORxbimas+NUMBERxNOT_FACTORxtotlabor:FACTORxMAYBE_FACTORxbimas",17034.5400504952,16670.4923770339,0.610136452241715,0.389863547758285,0.239000399483362,0.241792318039875,4,6,4,6,509,507,127.25,84.5,0,0,0,0,0.0255526958499469,0.250414822797411,0.0174253395409535,0.120155756508955,0.0673601043178805,0.685510373272555,0.0673601043178805,0.685510373272555,-0.0947818539407308,0.145181362827523,6.8987012035391e-32,1,FALSE
